"","external_gene_name","chromosome_name","description"
"250","C1RL","HG1398_PATCH","complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]"
"251","RBP5","HG1398_PATCH","retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847]"
"252","CLSTN3","HG1398_PATCH","calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]"
"253","PEX5","HG1398_PATCH","peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]"
"254","PADI1","HG2095_PATCH","peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]"
"255","PADI3","HG2095_PATCH","peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]"
"256","PADI4","HG2095_PATCH","peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]"
"257","PADI6","HG2095_PATCH","peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449]"
"258","RCC2","HG2095_PATCH","regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]"
"259","OR8U9","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily U member 9 [Source:HGNC Symbol;Acc:HGNC:29166]"
"260","OR8J2","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily J member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15311]"
"261","OR8U8","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily U member 8 [Source:HGNC Symbol;Acc:HGNC:27538]"
"262","OR5T3","HG142_HG150_NOVEL_TEST","olfactory receptor family 5 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:15297]"
"263","OR5T2","HG142_HG150_NOVEL_TEST","olfactory receptor family 5 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:15296]"
"264","OR8K3","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313]"
"265","OR8H1","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14824]"
"266","OR5T1","HG142_HG150_NOVEL_TEST","olfactory receptor family 5 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14821]"
"267","OR8K1","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14831]"
"268","OR8J1","HG142_HG150_NOVEL_TEST","olfactory receptor family 8 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14855]"
"269","SAA1","HG2111_PATCH","serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]"
"270","HPS5","HG2111_PATCH","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022]"
"271","GTF2H1","HG2111_PATCH","general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655]"
"272","LDHA","HG2111_PATCH","lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]"
"273","PARP4","13","poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]"
"274","","HG1485_PATCH",""
"275","TMPRSS15","21","transmembrane serine protease 15 [Source:HGNC Symbol;Acc:HGNC:9490]"
"276","MIPEP","13","mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]"
"277","KATNAL1","13","katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]"
"278","CXADR","21","CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]"
"279","GJA10","HG2121_PATCH","gap junction protein alpha 10 [Source:HGNC Symbol;Acc:HGNC:16995]"
"280","CASP8AP2","HG2121_PATCH","caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]"
"281","UBE2L5","13","ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477]"
"282","USPL1","13","ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]"
"283","URAD","13","ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785]"
"284","HMGB1","13","high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]"
"285","","13","novel transcript"
"286","URB1","21","URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]"
"287","KPNA3","13","karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]"
"288","OBP2B","HG2030_PATCH","odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381]"
"289","SURF6","HG2030_PATCH","surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]"
"290","MED22","HG2030_PATCH","mediator complex subunit 22 [Source:HGNC Symbol;Acc:HGNC:11477]"
"291","RPL7A","HG2030_PATCH","ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]"
"292","KRTAP25-1","21","keratin associated protein 25-1 [Source:HGNC Symbol;Acc:HGNC:34003]"
"293","CRYL1","13","crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]"
"294","","HG2030_PATCH",""
"295","SURF1","HG2030_PATCH","SURF1 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:11474]"
"296","JAM2","21","junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]"
"297","SURF2","HG2030_PATCH","surfeit 2 [Source:HGNC Symbol;Acc:HGNC:11475]"
"298","SURF4","HG2030_PATCH","surfeit 4 [Source:HGNC Symbol;Acc:HGNC:11476]"
"299","STKLD1","HG2030_PATCH","serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]"
"300","REXO4","HG2030_PATCH","REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]"
"301","CDX2","13","caudal type homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1806]"
"302","ADAMTS13","HG2030_PATCH","ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]"
"303","CAB39L","13","calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290]"
"304","CACFD1","HG2030_PATCH","calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]"
"305","SLC2A6","HG2030_PATCH","solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011]"
"306","ABO","HG2030_PATCH","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]"
"307","CLDN17","21","claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038]"
"308","CYYR1","21","cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]"
"309","MRPS6","21","mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]"
"310","DNAJC15","13","DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]"
"311","KRTAP24-1","21","keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902]"
"312","SLC5A3","21","solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]"
"313","CHAF1B","21","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]"
"314","GPR12","13","G protein-coupled receptor 12 [Source:HGNC Symbol;Acc:HGNC:4466]"
"315","WASF3","13","WASP family member 3 [Source:HGNC Symbol;Acc:HGNC:12734]"
"316","SCAF4","21","SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]"
"317","TNK1","HG2046_PATCH","tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]"
"318","PLSCR3","HG2046_PATCH","phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]"
"319","TMEM256-PLSCR3","HG2046_PATCH","TMEM256-PLSCR3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49186]"
"320","TMEM256","HG2046_PATCH","transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]"
"321","NLGN2","HG2046_PATCH","neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]"
"322","SPEM1","HG2046_PATCH","spermatid maturation 1 [Source:HGNC Symbol;Acc:HGNC:32429]"
"323","SPEM2","HG2046_PATCH","SPEM family member 2 [Source:HGNC Symbol;Acc:HGNC:27315]"
"324","SPEM3","HG2046_PATCH","SPEM family member 3 [Source:HGNC Symbol;Acc:HGNC:53651]"
"325","","HG2046_PATCH","novel protein"
"326","TMEM102","HG2046_PATCH","transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]"
"327","POSTN","13","periostin [Source:HGNC Symbol;Acc:HGNC:16953]"
"328","FGF11","HG2046_PATCH","fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]"
"329","CHRNB1","HG2046_PATCH","cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961]"
"330","ZBTB4","HG2046_PATCH","zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847]"
"331","SLC35G6","HG2046_PATCH","solute carrier family 35 member G6 [Source:HGNC Symbol;Acc:HGNC:31351]"
"332","POLR2A","HG2046_PATCH","RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]"
"333","NCAM2","21","neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]"
"334","CLDN8","21","claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]"
"335","C21orf140","21","chromosome 21 open reading frame 140 [Source:HGNC Symbol;Acc:HGNC:39602]"
"336","NAT8","HG2052_PATCH","N-acetyltransferase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:18069]"
"337","TPRKB","HG2052_PATCH","TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259]"
"338","DUSP11","HG2052_PATCH","dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]"
"339","KAT6B","HG2191_PATCH","lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]"
"340","C2orf78","HG2052_PATCH","chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:34349]"
"341","NAT8B","HG2052_PATCH","N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]"
"342","HUNK","21","hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]"
"343","C21orf91","21","chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]"
"344","DUSP29","HG2191_PATCH","dual specificity phosphatase 29 [Source:HGNC Symbol;Acc:HGNC:23481]"
"345","MORC3","21","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]"
"346","FNDC3A","13","fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]"
"347","PAXBP1","21","PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]"
"348","RPS6KA1","HG2058_PATCH","ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]"
"349","LHFPL6","13","LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]"
"350","C21orf62","21","chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:1305]"
"351","AKAP11","13","A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]"
"352","MZT1","13","mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]"
"353","PROSER1","13","proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291]"
"354","ITSN1","21","intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]"
"355","CENATAC","HG2217_PATCH","centrosomal AT-AC splicing factor [Source:HGNC Symbol;Acc:HGNC:30460]"
"356","ERICH6B","13","glutamate rich 6B [Source:HGNC Symbol;Acc:HGNC:26523]"
"357","RPS25","HG2217_PATCH","ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]"
"358","TRAPPC4","HG2217_PATCH","trafficking protein particle complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19943]"
"359","PIBF1","13","progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]"
"360","HYOU1","HG2217_PATCH","hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]"
"361","VPS11","HG2217_PATCH","VPS11 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14583]"
"362","BORA","13","BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]"
"363","SLC37A4","HG2217_PATCH","solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]"
"364","KLHL1","13","kelch like family member 1 [Source:HGNC Symbol;Acc:HGNC:6352]"
"365","GTF3A","13","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]"
"366","IBTK","HG2072_PATCH","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"367","TPBG","HG2072_PATCH","trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]"
"368","ELF1","13","E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]"
"369","INPP5D","HG2232_PATCH","inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]"
"370","ATG16L1","HG2232_PATCH","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]"
"371","SCEL","13","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]"
"372","SAG","HG2232_PATCH","S-antigen visual arrestin [Source:HGNC Symbol;Acc:HGNC:10521]"
"373","TRIM71","HG2077_PATCH","tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]"
"374","CNOT10","HG2077_PATCH","CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817]"
"375","SLC25A26","HG2235_PATCH","solute carrier family 25 member 26 [Source:HGNC Symbol;Acc:HGNC:20661]"
"376","FREM2","13","FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]"
"377","KPNA7","HG2088_PATCH","karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839]"
"378","PRR20B","13","proline rich 20B [Source:HGNC Symbol;Acc:HGNC:37220]"
"379","TBC1D4","13","TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]"
"380","PRR20D","13","proline rich 20D [Source:HGNC Symbol;Acc:HGNC:37222]"
"381","SPRY2","13","sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]"
"382","SLC16A1","HG2104_PATCH","solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]"
"383","PRR20E","13","proline rich 20E [Source:HGNC Symbol;Acc:HGNC:37223]"
"384","UFM1","13","ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]"
"385","KLF5","13","KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]"
"386","CBY2","13","chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720]"
"387","UBAC2","13","UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]"
"388","KBTBD4","HG2114_PATCH","kelch repeat and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23761]"
"389","RFC3","13","replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971]"
"390","FAM180B","HG2114_PATCH","family with sequence similarity 180 member B [Source:HGNC Symbol;Acc:HGNC:34451]"
"391","C1QTNF4","HG2114_PATCH","C1q and TNF related 4 [Source:HGNC Symbol;Acc:HGNC:14346]"
"392","AGBL2","HG2114_PATCH","AGBL carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:26296]"
"393","FNBP4","HG2114_PATCH","formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]"
"394","MTCH2","HG2114_PATCH","mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]"
"395","POU4F1","13","POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218]"
"396","SPATA13","13","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]"
"397","MLXIP","HG2247_PATCH","MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]"
"398","CTTN","HG2115_PATCH","cortactin [Source:HGNC Symbol;Acc:HGNC:3338]"
"399","NHLRC3","13","NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]"
"400","PPFIA1","HG2115_PATCH","PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]"
"401","OLFM4","13","olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]"
"402","PRR20A","13","proline rich 20A [Source:HGNC Symbol;Acc:HGNC:24754]"
"403","IPO5","13","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]"
"404","CLDN14","21","claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]"
"405","CCDC40","HG2118_PATCH","coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]"
"406","GAA","HG2118_PATCH","alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]"
"407","KCNJ6","21","potassium inwardly rectifying channel subfamily J member 6 [Source:HGNC Symbol;Acc:HGNC:6267]"
"408","XYLT1","HG2263_PATCH","xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]"
"409","EIF4A3","HG2118_PATCH","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]"
"410","ATP5PO","21","ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]"
"411","CHODL","21","chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]"
"412","DIAPH3","13","diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]"
"413","RTP1","HG2264_PATCH","receptor transporter protein 1 [Source:HGNC Symbol;Acc:HGNC:28580]"
"414","RTP4","HG2264_PATCH","receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]"
"415","MASP1","HG2264_PATCH","MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901]"
"416","S100B","21","S100 calcium binding protein B [Source:HGNC Symbol;Acc:HGNC:10500]"
"417","BACH1","21","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]"
"418","","21","novel protein"
"419","ETS2","21","ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]"
"420","NXNL2","HG2158_PATCH","nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]"
"421","COLEC12","18","collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]"
"422","PCDH17","13","protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]"
"423","KCNJ15","21","potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]"
"424","USP12","13","ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]"
"425","WBP4","13","WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]"
"426","IMPA2","18","inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]"
"427","SERTM1","13","serine rich and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33792]"
"428","CRYZL1","21","crystallin zeta like 1 [Source:HGNC Symbol;Acc:HGNC:2420]"
"429","SLC7A1","13","solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]"
"430","ISLR","HG2198_PATCH","immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]"
"431","STRA6","HG2198_PATCH","signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]"
"432","SLC15A1","13","solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]"
"433","TMEM131","HG2275_PATCH","transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]"
"434","FAHD2B","HG2275_PATCH","fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]"
"435","CCDC33","HG2198_PATCH","coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]"
"436","ANKRD36","HG2275_PATCH","ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]"
"437","RAB31","18","RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]"
"438","CYP11A1","HG2198_PATCH","cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]"
"439","SEMA7A","HG2198_PATCH","semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]"
"440","COX5B","HG2275_PATCH","cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]"
"441","UBL7","HG2198_PATCH","ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]"
"442","N6AMT1","21","N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021]"
"443","ACTR1B","HG2275_PATCH","actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]"
"444","C2orf92","HG2275_PATCH","chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272]"
"445","","21","novel protein similar to ATP synthase delta (OSCP) subunit domain"
"446","FOXO1","13","forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]"
"447","ADAMTS5","21","ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]"
"448","COG3","13","component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]"
"449","ANKRD36B","HG2275_PATCH","ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]"
"450","ZAP70","HG2275_PATCH","zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]"
"451","YES1","18","YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]"
"452","C2CD2","21","C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]"
"453","LRCH1","13","leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]"
"454","CTIF","HG2213_PATCH","cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]"
"455","ZBTB21","21","zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]"
"456","KLHL14","18","kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]"
"457","CDADC1","13","cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]"
"458","C13orf46","HG2288_HG2289_PATCH","chromosome 13 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:53786]"
"459","RASA3","HG2288_HG2289_PATCH","RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]"
"460","CBR1","21","carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]"
"461","DIS3","13","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]"
"462","CBR3","21","carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]"
"463","","20","novel protein, SIRPB1-SIRPD readthrough"
"464","ADRA1D","20","adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]"
"465","RSPO4","20","R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]"
"466","RUNX1","21","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]"
"467","DEFB129","20","defensin beta 129 [Source:HGNC Symbol;Acc:HGNC:16218]"
"468","ANGPT4","20","angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]"
"469","LTN1","HG2219_PATCH","listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]"
"470","NDUFV2","18","NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]"
"471","RWDD2B","HG2219_PATCH","RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]"
"472","SIRPG","20","signal regulatory protein gamma [Source:HGNC Symbol;Acc:HGNC:15757]"
"473","USP16","HG2219_PATCH","ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]"
"474","CCT8","HG2219_PATCH","chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]"
"475","","HG2291_PATCH",""
"476","MAP3K7CL","HG2219_PATCH","MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]"
"477","EVA1C","21","eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]"
"478","SHLD1","20","shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318]"
"479","SLX4IP","20","SLX4 interacting protein [Source:HGNC Symbol;Acc:HGNC:16225]"
"480","MPPE1","18","metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]"
"481","DEFB125","20","defensin beta 125 [Source:HGNC Symbol;Acc:HGNC:18105]"
"482","NKX2-2","20","NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]"
"483","BMP2","20","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]"
